ticket_id,created_date,created_datetime,store_location,device_category,issue_type,priority,resolution_minutes,repeat_visit_needed,kb_article_existed
TCK-11355,2026-01-14,2026-01-14 17:44,Parramatta,Desktop,Password reset / login issue,High,10,True,True
TCK-13590,2026-01-14,2026-01-14 18:28,Liverpool,Register / POS,Register freezing / crashing,Medium,45,True,False
TCK-13490,2026-01-14,2026-01-14 18:45,Chatswood,Desktop,Screen / hardware fault,High,62,False,True
TCK-13801,2026-01-14,2026-01-14 19:48,Parramatta,Register / POS,Payment terminal error,Medium,23,False,True
TCK-11047,2026-01-14,2026-01-14 19:57,Liverpool,Desktop,Slow computer / performance issue,Medium,22,False,True
TCK-12040,2026-01-14,2026-01-14 20:24,Chatswood,Laptop,Software install / update request,Medium,31,False,True
TCK-11159,2026-01-14,2026-01-14 20:37,Liverpool,Desktop,Email / account access issue,Medium,18,False,True
TCK-11737,2026-01-14,2026-01-14 20:40,Bondi Junction,Register / POS,Register freezing / crashing,Medium,32,True,False
TCK-10124,2026-01-14,2026-01-14 20:42,Bondi Junction,Register / POS,Register freezing / crashing,Low,37,False,False
TCK-12170,2026-01-15,2026-01-15 08:02,Castle Hill,Laptop,Software install / update request,Medium,14,False,True
TCK-10179,2026-01-15,2026-01-15 08:13,Chatswood,Network Equipment,Wifi / network drop out,Medium,26,False,False
TCK-10519,2026-01-15,2026-01-15 08:25,Castle Hill,Desktop,Email / account access issue,Low,13,False,True
TCK-14357,2026-01-15,2026-01-15 08:48,Chatswood,Laptop,Software install / update request,Low,8,False,True
TCK-11758,2026-01-15,2026-01-15 09:55,Chatswood,Desktop,Slow computer / performance issue,High,48,True,True
TCK-12660,2026-01-15,2026-01-15 10:09,Chatswood,Desktop,Slow computer / performance issue,Medium,51,True,True
TCK-14768,2026-01-15,2026-01-15 10:23,Liverpool,Desktop,Password reset / login issue,Medium,12,True,True
TCK-14439,2026-01-15,2026-01-15 10:26,Liverpool,Network Equipment,Printer connectivity issue,Medium,34,True,False
TCK-12266,2026-01-15,2026-01-15 10:31,Bondi Junction,Register / POS,Register freezing / crashing,High,54,True,False
TCK-12122,2026-01-15,2026-01-15 10:44,Parramatta,Desktop,Password reset / login issue,Low,13,False,True
TCK-12252,2026-01-15,2026-01-15 10:53,Chatswood,Desktop,Password reset / login issue,Medium,13,True,True
TCK-12908,2026-01-15,2026-01-15 11:11,Parramatta,Desktop,Email / account access issue,Low,14,False,True
TCK-11813,2026-01-15,2026-01-15 11:36,Parramatta,Network Equipment,Printer connectivity issue,Medium,24,True,False
TCK-12395,2026-01-15,2026-01-15 14:16,Parramatta,Desktop,Password reset / login issue,Medium,10,True,True
TCK-11001,2026-01-15,2026-01-15 14:44,Liverpool,Register / POS,Payment terminal error,Low,15,True,True
TCK-12291,2026-01-15,2026-01-15 15:58,Castle Hill,Network Equipment,Printer connectivity issue,Medium,15,True,False
TCK-10767,2026-01-15,2026-01-15 16:33,Chatswood,Register / POS,Payment terminal error,Low,14,True,True
TCK-11395,2026-01-15,2026-01-15 16:34,Parramatta,Desktop,Password reset / login issue,Medium,12,False,True
TCK-14575,2026-01-15,2026-01-15 16:35,Chatswood,Register / POS,Payment terminal error,Medium,34,True,True
TCK-10651,2026-01-15,2026-01-15 17:19,Castle Hill,Desktop,Slow computer / performance issue,Medium,31,False,True
TCK-10610,2026-01-15,2026-01-15 17:40,Liverpool,Network Equipment,Printer connectivity issue,Medium,24,True,False
TCK-10374,2026-01-15,2026-01-15 18:06,Parramatta,Register / POS,Payment terminal error,Medium,33,False,True
TCK-10159,2026-01-15,2026-01-15 18:36,Chatswood,Network Equipment,Wifi / network drop out,Medium,24,True,False
TCK-12586,2026-01-15,2026-01-15 18:41,Chatswood,Register / POS,Register freezing / crashing,Low,40,True,False
TCK-14092,2026-01-15,2026-01-15 18:42,Chatswood,Desktop,Slow computer / performance issue,Medium,36,False,True
TCK-11730,2026-01-15,2026-01-15 19:06,Liverpool,Desktop,Password reset / login issue,Medium,5,False,True
TCK-12129,2026-01-15,2026-01-15 19:51,Bondi Junction,Desktop,Password reset / login issue,High,12,False,True
TCK-14236,2026-01-15,2026-01-15 20:01,Chatswood,Network Equipment,Printer connectivity issue,Low,32,True,False
TCK-14352,2026-01-15,2026-01-15 20:46,Liverpool,Desktop,Password reset / login issue,High,9,False,True
TCK-14828,2026-01-16,2026-01-16 08:55,Chatswood,Desktop,Slow computer / performance issue,Medium,45,False,True
TCK-13749,2026-01-16,2026-01-16 09:03,Chatswood,Desktop,Slow computer / performance issue,Medium,24,False,True
TCK-11175,2026-01-16,2026-01-16 09:26,Liverpool,Register / POS,Payment terminal error,Medium,13,False,True
TCK-14170,2026-01-16,2026-01-16 10:10,Bondi Junction,Register / POS,Barcode scanner not working,Low,12,False,True
TCK-13362,2026-01-16,2026-01-16 11:13,Liverpool,Mobile Device,Mobile device setup,Medium,10,True,True
TCK-15100,2026-01-16,2026-01-16 11:17,Liverpool,Register / POS,Payment terminal error,Medium,12,False,True
TCK-10007,2026-01-16,2026-01-16 11:28,Liverpool,Network Equipment,Printer connectivity issue,Low,32,False,False
TCK-11083,2026-01-16,2026-01-16 11:41,Parramatta,Register / POS,Payment terminal error,High,25,False,True
TCK-10623,2026-01-16,2026-01-16 11:55,Liverpool,Desktop,Password reset / login issue,Medium,7,False,True
TCK-12378,2026-01-16,2026-01-16 12:01,Liverpool,Network Equipment,Wifi / network drop out,Low,30,True,False
TCK-13780,2026-01-16,2026-01-16 12:12,Bondi Junction,Desktop,Slow computer / performance issue,High,55,True,True
TCK-11866,2026-01-16,2026-01-16 12:19,Castle Hill,Network Equipment,Printer connectivity issue,Low,39,False,False
TCK-12807,2026-01-16,2026-01-16 13:10,Bondi Junction,Mobile Device,Mobile device setup,Low,11,True,True
TCK-10996,2026-01-16,2026-01-16 13:34,Liverpool,Desktop,Password reset / login issue,High,5,False,True
TCK-14026,2026-01-16,2026-01-16 14:00,Liverpool,Laptop,Software install / update request,Low,14,True,True
TCK-13690,2026-01-16,2026-01-16 14:29,Chatswood,Network Equipment,Printer connectivity issue,Medium,23,True,False
TCK-14536,2026-01-16,2026-01-16 14:45,Liverpool,Desktop,Slow computer / performance issue,Medium,21,False,True
TCK-11605,2026-01-16,2026-01-16 15:08,Parramatta,Desktop,Password reset / login issue,Medium,12,False,True
TCK-13226,2026-01-16,2026-01-16 15:35,Castle Hill,Register / POS,Payment terminal error,Medium,16,False,True
TCK-13451,2026-01-16,2026-01-16 16:13,Chatswood,Register / POS,Payment terminal error,Low,5,True,True
TCK-10183,2026-01-16,2026-01-16 16:47,Chatswood,Register / POS,Register freezing / crashing,Low,58,False,False
TCK-10373,2026-01-16,2026-01-16 17:47,Liverpool,Desktop,Slow computer / performance issue,High,20,True,True
TCK-11352,2026-01-16,2026-01-16 17:58,Chatswood,Register / POS,Barcode scanner not working,Medium,14,False,True
TCK-11621,2026-01-16,2026-01-16 18:39,Bondi Junction,Desktop,Slow computer / performance issue,Medium,28,False,True
TCK-12617,2026-01-16,2026-01-16 20:14,Liverpool,Desktop,Email / account access issue,Medium,16,False,True
TCK-11238,2026-01-16,2026-01-16 20:56,Bondi Junction,Desktop,Slow computer / performance issue,Low,29,False,True
TCK-10558,2026-01-17,2026-01-17 09:27,Castle Hill,Register / POS,Payment terminal error,Low,28,False,True
TCK-10266,2026-01-17,2026-01-17 09:34,Parramatta,Register / POS,Register freezing / crashing,Low,37,True,False
TCK-13381,2026-01-17,2026-01-17 10:17,Parramatta,Laptop,New starter device setup,Low,11,False,True
TCK-14071,2026-01-17,2026-01-17 11:39,Bondi Junction,Desktop,Screen / hardware fault,Medium,56,False,True
TCK-10054,2026-01-17,2026-01-17 11:59,Liverpool,Network Equipment,Printer connectivity issue,Low,30,False,False
TCK-14178,2026-01-17,2026-01-17 12:47,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,54,True,False
TCK-11778,2026-01-17,2026-01-17 13:22,Chatswood,Network Equipment,Wifi / network drop out,Medium,37,True,False
TCK-10732,2026-01-17,2026-01-17 13:44,Castle Hill,Register / POS,Payment terminal error,Medium,18,False,True
TCK-14205,2026-01-17,2026-01-17 14:01,Bondi Junction,Register / POS,Register freezing / crashing,Medium,39,True,False
TCK-12653,2026-01-17,2026-01-17 14:05,Parramatta,Desktop,Password reset / login issue,Low,11,False,True
TCK-12543,2026-01-17,2026-01-17 14:06,Liverpool,Desktop,Password reset / login issue,Low,15,True,True
TCK-13679,2026-01-17,2026-01-17 14:57,Chatswood,Register / POS,Payment terminal error,Low,22,False,True
TCK-13200,2026-01-17,2026-01-17 15:24,Castle Hill,Desktop,Slow computer / performance issue,Low,35,False,True
TCK-12430,2026-01-17,2026-01-17 15:43,Liverpool,Laptop,New starter device setup,Low,47,False,True
TCK-13348,2026-01-17,2026-01-17 15:44,Chatswood,Register / POS,Barcode scanner not working,Low,20,False,True
TCK-12641,2026-01-17,2026-01-17 16:07,Bondi Junction,Desktop,Password reset / login issue,Low,10,True,True
TCK-10743,2026-01-17,2026-01-17 16:24,Liverpool,Network Equipment,Printer connectivity issue,Low,44,True,False
TCK-12988,2026-01-17,2026-01-17 16:39,Chatswood,Desktop,Screen / hardware fault,Medium,54,True,True
TCK-12009,2026-01-17,2026-01-17 17:00,Parramatta,Desktop,Screen / hardware fault,High,42,False,True
TCK-12006,2026-01-17,2026-01-17 17:11,Liverpool,Desktop,Slow computer / performance issue,Low,18,True,True
TCK-13544,2026-01-17,2026-01-17 17:47,Chatswood,Network Equipment,Printer connectivity issue,Low,44,True,False
TCK-11658,2026-01-17,2026-01-17 18:15,Castle Hill,Desktop,Password reset / login issue,Medium,10,False,True
TCK-14059,2026-01-17,2026-01-17 18:30,Chatswood,Register / POS,Payment terminal error,Medium,23,True,True
TCK-13190,2026-01-17,2026-01-17 18:32,Castle Hill,Network Equipment,Wifi / network drop out,Medium,5,True,False
TCK-14669,2026-01-17,2026-01-17 18:36,Bondi Junction,Mobile Device,Mobile device setup,Medium,13,False,True
TCK-13378,2026-01-17,2026-01-17 18:56,Chatswood,Register / POS,Payment terminal error,Medium,25,False,True
TCK-12411,2026-01-17,2026-01-17 18:57,Chatswood,Network Equipment,Printer connectivity issue,Medium,24,False,False
TCK-10974,2026-01-17,2026-01-17 19:08,Castle Hill,Network Equipment,Printer connectivity issue,Low,25,True,False
TCK-13007,2026-01-17,2026-01-17 19:15,Chatswood,Network Equipment,Printer connectivity issue,High,41,True,False
TCK-13194,2026-01-17,2026-01-17 19:34,Castle Hill,Network Equipment,Wifi / network drop out,High,21,True,False
TCK-10233,2026-01-17,2026-01-17 19:35,Bondi Junction,Register / POS,Payment terminal error,Low,18,False,True
TCK-15002,2026-01-17,2026-01-17 19:37,Castle Hill,Network Equipment,Printer connectivity issue,Medium,32,True,False
TCK-14177,2026-01-17,2026-01-17 20:03,Chatswood,Register / POS,Barcode scanner not working,Medium,13,False,True
TCK-10871,2026-01-17,2026-01-17 20:24,Parramatta,Network Equipment,Printer connectivity issue,Low,29,False,False
TCK-13245,2026-01-18,2026-01-18 08:39,Parramatta,Register / POS,Barcode scanner not working,Medium,19,True,True
TCK-11147,2026-01-18,2026-01-18 09:18,Castle Hill,Network Equipment,Printer connectivity issue,Low,29,False,False
TCK-14405,2026-01-18,2026-01-18 10:16,Bondi Junction,Desktop,Password reset / login issue,Low,11,True,True
TCK-13501,2026-01-18,2026-01-18 10:40,Liverpool,Register / POS,Register freezing / crashing,Medium,23,True,False
TCK-12329,2026-01-18,2026-01-18 11:54,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,54,True,False
TCK-11814,2026-01-18,2026-01-18 12:58,Parramatta,Network Equipment,Wifi / network drop out,Low,25,True,False
TCK-13636,2026-01-18,2026-01-18 13:01,Chatswood,Desktop,Slow computer / performance issue,Low,46,False,True
TCK-11953,2026-01-18,2026-01-18 14:11,Castle Hill,Desktop,Password reset / login issue,High,10,False,True
TCK-14387,2026-01-18,2026-01-18 14:51,Chatswood,Register / POS,Register freezing / crashing,Medium,33,True,False
TCK-12618,2026-01-18,2026-01-18 14:58,Parramatta,Desktop,Password reset / login issue,Medium,13,False,True
TCK-12852,2026-01-18,2026-01-18 15:29,Bondi Junction,Register / POS,Barcode scanner not working,Medium,9,False,True
TCK-10703,2026-01-18,2026-01-18 16:20,Chatswood,Register / POS,Barcode scanner not working,Medium,11,False,True
TCK-10169,2026-01-18,2026-01-18 16:28,Liverpool,Register / POS,Barcode scanner not working,Low,14,False,True
TCK-13475,2026-01-18,2026-01-18 16:48,Liverpool,Desktop,Email / account access issue,Medium,19,True,True
TCK-14845,2026-01-18,2026-01-18 17:07,Liverpool,Laptop,New starter device setup,Medium,38,False,True
TCK-10032,2026-01-18,2026-01-18 17:25,Liverpool,Desktop,Password reset / login issue,Low,11,False,True
TCK-12785,2026-01-18,2026-01-18 17:39,Chatswood,Network Equipment,Printer connectivity issue,Low,26,False,False
TCK-13233,2026-01-18,2026-01-18 17:47,Bondi Junction,Register / POS,Register freezing / crashing,Medium,29,True,False
TCK-14481,2026-01-18,2026-01-18 18:01,Bondi Junction,Network Equipment,Printer connectivity issue,Low,48,False,False
TCK-13768,2026-01-18,2026-01-18 18:24,Chatswood,Register / POS,Register freezing / crashing,Low,35,True,False
TCK-15101,2026-01-18,2026-01-18 18:31,Castle Hill,Register / POS,Barcode scanner not working,Low,23,True,True
TCK-11295,2026-01-18,2026-01-18 19:07,Bondi Junction,Desktop,Screen / hardware fault,High,54,False,True
TCK-13345,2026-01-18,2026-01-18 19:17,Liverpool,Network Equipment,Printer connectivity issue,Low,28,True,False
TCK-13930,2026-01-18,2026-01-18 19:28,Liverpool,Desktop,Slow computer / performance issue,High,31,False,True
TCK-12070,2026-01-18,2026-01-18 19:57,Bondi Junction,Network Equipment,Printer connectivity issue,High,33,True,False
TCK-14362,2026-01-18,2026-01-18 20:24,Bondi Junction,Desktop,Slow computer / performance issue,Medium,32,False,True
TCK-12302,2026-01-19,2026-01-19 08:12,Chatswood,Register / POS,Barcode scanner not working,Low,18,False,True
TCK-12354,2026-01-19,2026-01-19 09:24,Castle Hill,Desktop,Slow computer / performance issue,High,20,False,True
TCK-14968,2026-01-19,2026-01-19 09:38,Bondi Junction,Register / POS,Payment terminal error,Low,16,False,True
TCK-10406,2026-01-19,2026-01-19 09:50,Liverpool,Laptop,New starter device setup,Low,32,False,True
TCK-14207,2026-01-19,2026-01-19 09:50,Castle Hill,Network Equipment,Printer connectivity issue,Medium,29,True,False
TCK-10447,2026-01-19,2026-01-19 10:08,Chatswood,Desktop,Password reset / login issue,Medium,9,True,True
TCK-13026,2026-01-19,2026-01-19 10:11,Bondi Junction,Network Equipment,Wifi / network drop out,Low,29,True,False
TCK-12492,2026-01-19,2026-01-19 10:16,Liverpool,Desktop,Password reset / login issue,Medium,13,True,True
TCK-14734,2026-01-19,2026-01-19 10:28,Liverpool,Desktop,Screen / hardware fault,High,52,False,True
TCK-10632,2026-01-19,2026-01-19 10:56,Castle Hill,Desktop,Password reset / login issue,Medium,12,False,True
TCK-15111,2026-01-19,2026-01-19 11:14,Bondi Junction,Laptop,Software install / update request,Low,22,False,True
TCK-13498,2026-01-19,2026-01-19 11:35,Liverpool,Laptop,New starter device setup,Medium,33,True,True
TCK-12728,2026-01-19,2026-01-19 11:39,Bondi Junction,Desktop,Screen / hardware fault,Medium,61,False,True
TCK-14198,2026-01-19,2026-01-19 12:22,Chatswood,Laptop,Software install / update request,Medium,12,False,True
TCK-11776,2026-01-19,2026-01-19 13:43,Bondi Junction,Desktop,Slow computer / performance issue,High,42,True,True
TCK-13212,2026-01-19,2026-01-19 15:12,Castle Hill,Network Equipment,Printer connectivity issue,Low,19,False,False
TCK-13446,2026-01-19,2026-01-19 15:13,Bondi Junction,Desktop,Slow computer / performance issue,Medium,27,False,True
TCK-12909,2026-01-19,2026-01-19 15:24,Liverpool,Register / POS,Register freezing / crashing,High,37,False,False
TCK-13918,2026-01-19,2026-01-19 16:17,Parramatta,Mobile Device,Mobile device setup,Medium,17,False,True
TCK-13615,2026-01-19,2026-01-19 16:21,Liverpool,Mobile Device,Mobile device setup,Medium,28,False,True
TCK-11139,2026-01-19,2026-01-19 18:10,Castle Hill,Register / POS,Register freezing / crashing,Low,42,True,False
TCK-11315,2026-01-19,2026-01-19 18:46,Castle Hill,Register / POS,Register freezing / crashing,Low,48,False,False
TCK-10274,2026-01-19,2026-01-19 19:20,Castle Hill,Mobile Device,Mobile device setup,Low,24,False,True
TCK-14718,2026-01-19,2026-01-19 20:19,Castle Hill,Desktop,Password reset / login issue,Low,14,True,True
TCK-13799,2026-01-20,2026-01-20 08:15,Bondi Junction,Register / POS,Register freezing / crashing,Low,38,True,False
TCK-12048,2026-01-20,2026-01-20 08:18,Liverpool,Desktop,Password reset / login issue,Low,7,True,True
TCK-12623,2026-01-20,2026-01-20 08:25,Parramatta,Desktop,Slow computer / performance issue,Medium,36,False,True
TCK-10451,2026-01-20,2026-01-20 08:29,Castle Hill,Network Equipment,Wifi / network drop out,Medium,30,True,False
TCK-11541,2026-01-20,2026-01-20 09:04,Liverpool,Register / POS,Register freezing / crashing,Medium,23,True,False
TCK-13273,2026-01-20,2026-01-20 09:30,Castle Hill,Register / POS,Register freezing / crashing,High,29,True,False
TCK-14148,2026-01-20,2026-01-20 09:46,Parramatta,Network Equipment,Printer connectivity issue,Low,52,True,False
TCK-12502,2026-01-20,2026-01-20 09:57,Chatswood,Desktop,Slow computer / performance issue,High,25,False,True
TCK-11140,2026-01-20,2026-01-20 10:03,Liverpool,Register / POS,Register freezing / crashing,Low,51,True,False
TCK-10041,2026-01-20,2026-01-20 10:29,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,29,True,False
TCK-14838,2026-01-20,2026-01-20 10:31,Chatswood,Laptop,New starter device setup,High,38,False,True
TCK-12385,2026-01-20,2026-01-20 11:31,Bondi Junction,Network Equipment,Printer connectivity issue,Low,26,True,False
TCK-13906,2026-01-20,2026-01-20 12:48,Chatswood,Laptop,Software install / update request,Low,21,False,True
TCK-15155,2026-01-20,2026-01-20 12:55,Parramatta,Laptop,New starter device setup,High,32,False,True
TCK-14646,2026-01-20,2026-01-20 14:05,Chatswood,Register / POS,Register freezing / crashing,Low,38,True,False
TCK-12404,2026-01-20,2026-01-20 14:20,Bondi Junction,Register / POS,Register freezing / crashing,Medium,42,False,False
TCK-13234,2026-01-20,2026-01-20 15:18,Castle Hill,Desktop,Slow computer / performance issue,Low,34,False,True
TCK-14485,2026-01-20,2026-01-20 16:05,Chatswood,Desktop,Slow computer / performance issue,Medium,29,True,True
TCK-13539,2026-01-20,2026-01-20 16:25,Chatswood,Laptop,New starter device setup,Medium,59,False,True
TCK-11644,2026-01-20,2026-01-20 16:40,Liverpool,Network Equipment,Printer connectivity issue,Low,38,True,False
TCK-14957,2026-01-20,2026-01-20 16:44,Liverpool,Desktop,Email / account access issue,Low,14,False,True
TCK-13758,2026-01-20,2026-01-20 16:51,Parramatta,Desktop,Password reset / login issue,Medium,13,False,True
TCK-12401,2026-01-20,2026-01-20 17:46,Liverpool,Mobile Device,Mobile device setup,Medium,22,False,True
TCK-11051,2026-01-20,2026-01-20 18:08,Castle Hill,Register / POS,Payment terminal error,Medium,31,False,True
TCK-10816,2026-01-20,2026-01-20 18:50,Chatswood,Desktop,Slow computer / performance issue,Medium,37,True,True
TCK-13066,2026-01-20,2026-01-20 19:01,Castle Hill,Register / POS,Payment terminal error,Medium,27,False,True
TCK-12828,2026-01-20,2026-01-20 19:04,Liverpool,Desktop,Password reset / login issue,Medium,14,False,True
TCK-10218,2026-01-20,2026-01-20 19:37,Chatswood,Network Equipment,Printer connectivity issue,Medium,18,True,False
TCK-13075,2026-01-20,2026-01-20 20:14,Liverpool,Register / POS,Payment terminal error,High,20,False,True
TCK-12468,2026-01-20,2026-01-20 20:58,Liverpool,Desktop,Email / account access issue,Medium,18,False,True
TCK-11310,2026-01-21,2026-01-21 08:04,Chatswood,Desktop,Password reset / login issue,Medium,13,False,True
TCK-13846,2026-01-21,2026-01-21 08:29,Castle Hill,Mobile Device,Mobile device setup,High,16,False,True
TCK-10317,2026-01-21,2026-01-21 09:33,Castle Hill,Register / POS,Payment terminal error,Medium,10,False,True
TCK-10273,2026-01-21,2026-01-21 09:38,Chatswood,Register / POS,Barcode scanner not working,High,17,True,True
TCK-10173,2026-01-21,2026-01-21 09:45,Bondi Junction,Register / POS,Register freezing / crashing,Medium,26,True,False
TCK-11486,2026-01-21,2026-01-21 10:14,Parramatta,Network Equipment,Printer connectivity issue,Medium,27,True,False
TCK-14376,2026-01-21,2026-01-21 11:20,Castle Hill,Register / POS,Payment terminal error,Low,7,False,True
TCK-10752,2026-01-21,2026-01-21 11:34,Chatswood,Register / POS,Barcode scanner not working,Medium,24,True,True
TCK-13616,2026-01-21,2026-01-21 12:23,Castle Hill,Mobile Device,Mobile device setup,Medium,19,False,True
TCK-15192,2026-01-21,2026-01-21 12:31,Parramatta,Desktop,Email / account access issue,Medium,10,False,True
TCK-10858,2026-01-21,2026-01-21 13:27,Bondi Junction,Desktop,Password reset / login issue,Low,5,False,True
TCK-12427,2026-01-21,2026-01-21 14:16,Bondi Junction,Network Equipment,Wifi / network drop out,Low,45,False,False
TCK-10555,2026-01-21,2026-01-21 14:21,Chatswood,Desktop,Slow computer / performance issue,Medium,32,True,True
TCK-10615,2026-01-21,2026-01-21 14:30,Parramatta,Register / POS,Register freezing / crashing,Medium,28,False,False
TCK-12611,2026-01-21,2026-01-21 14:49,Parramatta,Desktop,Password reset / login issue,Medium,12,False,True
TCK-10962,2026-01-21,2026-01-21 15:00,Parramatta,Desktop,Email / account access issue,Medium,15,False,True
TCK-10510,2026-01-21,2026-01-21 15:49,Liverpool,Laptop,Software install / update request,Low,12,False,True
TCK-14275,2026-01-21,2026-01-21 15:52,Castle Hill,Register / POS,Register freezing / crashing,Medium,28,True,False
TCK-10931,2026-01-21,2026-01-21 16:13,Castle Hill,Network Equipment,Wifi / network drop out,Low,32,True,False
TCK-10057,2026-01-21,2026-01-21 16:28,Bondi Junction,Desktop,Password reset / login issue,Medium,8,True,True
TCK-13856,2026-01-21,2026-01-21 17:20,Liverpool,Laptop,New starter device setup,Low,20,False,True
TCK-14759,2026-01-21,2026-01-21 17:36,Bondi Junction,Register / POS,Payment terminal error,Medium,15,False,True
TCK-12442,2026-01-21,2026-01-21 18:20,Parramatta,Mobile Device,Mobile device setup,Medium,14,True,True
TCK-13219,2026-01-21,2026-01-21 18:53,Castle Hill,Desktop,Slow computer / performance issue,Low,29,False,True
TCK-13032,2026-01-21,2026-01-21 18:58,Chatswood,Desktop,Password reset / login issue,Low,10,True,True
TCK-11668,2026-01-21,2026-01-21 19:00,Parramatta,Register / POS,Barcode scanner not working,Medium,16,False,True
TCK-14689,2026-01-21,2026-01-21 19:09,Bondi Junction,Desktop,Password reset / login issue,Medium,11,False,True
TCK-11696,2026-01-21,2026-01-21 19:12,Bondi Junction,Desktop,Password reset / login issue,Low,11,True,True
TCK-14626,2026-01-21,2026-01-21 19:54,Parramatta,Laptop,Software install / update request,Low,18,False,True
TCK-12659,2026-01-21,2026-01-21 19:59,Chatswood,Desktop,Slow computer / performance issue,Low,43,True,True
TCK-12775,2026-01-21,2026-01-21 20:06,Liverpool,Register / POS,Barcode scanner not working,Medium,21,True,True
TCK-12602,2026-01-21,2026-01-21 20:29,Castle Hill,Desktop,Screen / hardware fault,High,54,True,True
TCK-14131,2026-01-21,2026-01-21 20:39,Castle Hill,Desktop,Email / account access issue,Low,10,False,True
TCK-13729,2026-01-22,2026-01-22 08:58,Liverpool,Network Equipment,Printer connectivity issue,Medium,27,True,False
TCK-15013,2026-01-22,2026-01-22 09:32,Liverpool,Register / POS,Register freezing / crashing,High,29,False,False
TCK-10724,2026-01-22,2026-01-22 09:43,Liverpool,Register / POS,Register freezing / crashing,Low,20,True,False
TCK-14755,2026-01-22,2026-01-22 09:48,Parramatta,Network Equipment,Printer connectivity issue,Medium,38,False,False
TCK-12693,2026-01-22,2026-01-22 09:51,Liverpool,Register / POS,Barcode scanner not working,Medium,13,True,True
TCK-10328,2026-01-22,2026-01-22 10:44,Castle Hill,Network Equipment,Printer connectivity issue,Low,31,True,False
TCK-14266,2026-01-22,2026-01-22 11:50,Liverpool,Mobile Device,Mobile device setup,High,17,False,True
TCK-10377,2026-01-22,2026-01-22 11:54,Chatswood,Register / POS,Barcode scanner not working,Low,14,False,True
TCK-11191,2026-01-22,2026-01-22 11:58,Parramatta,Network Equipment,Printer connectivity issue,Medium,35,True,False
TCK-12234,2026-01-22,2026-01-22 13:44,Liverpool,Desktop,Password reset / login issue,Low,14,True,True
TCK-11735,2026-01-22,2026-01-22 13:57,Liverpool,Desktop,Password reset / login issue,Low,16,False,True
TCK-11274,2026-01-22,2026-01-22 14:07,Chatswood,Register / POS,Payment terminal error,Medium,16,False,True
TCK-13967,2026-01-22,2026-01-22 14:25,Chatswood,Network Equipment,Printer connectivity issue,Medium,39,True,False
TCK-10151,2026-01-22,2026-01-22 15:43,Chatswood,Register / POS,Payment terminal error,Medium,16,True,True
TCK-11781,2026-01-22,2026-01-22 17:09,Liverpool,Desktop,Password reset / login issue,Low,9,False,True
TCK-10507,2026-01-22,2026-01-22 17:18,Parramatta,Network Equipment,Printer connectivity issue,Low,36,True,False
TCK-11637,2026-01-22,2026-01-22 18:08,Bondi Junction,Register / POS,Register freezing / crashing,Medium,23,True,False
TCK-10437,2026-01-22,2026-01-22 18:27,Bondi Junction,Desktop,Slow computer / performance issue,High,37,False,True
TCK-12079,2026-01-22,2026-01-22 19:16,Castle Hill,Register / POS,Payment terminal error,Low,28,True,True
TCK-12250,2026-01-22,2026-01-22 19:26,Parramatta,Register / POS,Register freezing / crashing,Medium,19,True,False
TCK-13107,2026-01-22,2026-01-22 19:30,Parramatta,Desktop,Email / account access issue,High,16,False,True
TCK-12209,2026-01-22,2026-01-22 19:41,Chatswood,Network Equipment,Printer connectivity issue,Low,21,True,False
TCK-12969,2026-01-22,2026-01-22 19:56,Liverpool,Register / POS,Payment terminal error,Low,21,False,True
TCK-13751,2026-01-22,2026-01-22 20:23,Castle Hill,Register / POS,Register freezing / crashing,Medium,35,True,False
TCK-13374,2026-01-22,2026-01-22 20:41,Bondi Junction,Register / POS,Register freezing / crashing,Medium,40,True,False
TCK-14331,2026-01-22,2026-01-22 20:41,Castle Hill,Register / POS,Barcode scanner not working,High,15,True,True
TCK-11626,2026-01-22,2026-01-22 20:55,Bondi Junction,Register / POS,Payment terminal error,Medium,17,False,True
TCK-11125,2026-01-23,2026-01-23 08:16,Bondi Junction,Desktop,Email / account access issue,Low,19,False,True
TCK-11155,2026-01-23,2026-01-23 08:16,Parramatta,Desktop,Email / account access issue,Medium,13,False,True
TCK-14760,2026-01-23,2026-01-23 08:31,Parramatta,Network Equipment,Printer connectivity issue,Medium,24,False,False
TCK-10563,2026-01-23,2026-01-23 08:46,Bondi Junction,Register / POS,Register freezing / crashing,Low,35,True,False
TCK-11618,2026-01-23,2026-01-23 09:24,Chatswood,Desktop,Slow computer / performance issue,High,26,True,True
TCK-12901,2026-01-23,2026-01-23 09:52,Parramatta,Laptop,New starter device setup,Low,44,False,True
TCK-11325,2026-01-23,2026-01-23 09:54,Liverpool,Register / POS,Payment terminal error,Medium,26,False,True
TCK-13197,2026-01-23,2026-01-23 10:43,Liverpool,Network Equipment,Printer connectivity issue,High,30,False,False
TCK-12644,2026-01-23,2026-01-23 12:36,Castle Hill,Desktop,Email / account access issue,Medium,9,False,True
TCK-11326,2026-01-23,2026-01-23 13:07,Chatswood,Register / POS,Payment terminal error,Medium,18,True,True
