ticket_id,created_date,month_year,month_sort,store_location,device_category,issue_type,priority,resolution_minutes,repeat_visit_needed,repeat_visit_status,kb_article_existed,kb_article_status,total_minutes_incl_repeat
TCK-13081,2025-12-19,Dec 2025,2025-12,Castle Hill,Register / POS,Payment terminal error,Medium,19,False,Resolved First Visit,True,Has KB Article,19
TCK-11004,2025-12-19,Dec 2025,2025-12,Castle Hill,Network Equipment,Wifi / network drop out,High,18,True,Repeat Visit,False,No KB Article,36
TCK-10204,2025-12-19,Dec 2025,2025-12,Parramatta,Register / POS,Register freezing / crashing,Low,25,True,Repeat Visit,False,No KB Article,50
TCK-10498,2025-12-19,Dec 2025,2025-12,Bondi Junction,Desktop,Slow computer / performance issue,Medium,35,False,Resolved First Visit,True,Has KB Article,35
TCK-13542,2025-12-19,Dec 2025,2025-12,Liverpool,Network Equipment,Printer connectivity issue,Medium,23,True,Repeat Visit,False,No KB Article,46
TCK-13659,2025-12-19,Dec 2025,2025-12,Bondi Junction,Desktop,Password reset / login issue,Low,13,True,Repeat Visit,True,Has KB Article,26
TCK-11636,2025-12-19,Dec 2025,2025-12,Chatswood,Laptop,Software install / update request,Medium,22,True,Repeat Visit,True,Has KB Article,44
TCK-12964,2025-12-19,Dec 2025,2025-12,Castle Hill,Register / POS,Payment terminal error,Medium,13,False,Resolved First Visit,True,Has KB Article,13
TCK-14098,2025-12-19,Dec 2025,2025-12,Castle Hill,Desktop,Email / account access issue,Medium,22,False,Resolved First Visit,True,Has KB Article,22
TCK-14075,2025-12-19,Dec 2025,2025-12,Liverpool,Laptop,Software install / update request,High,24,False,Resolved First Visit,True,Has KB Article,24
TCK-14611,2025-12-19,Dec 2025,2025-12,Castle Hill,Network Equipment,Wifi / network drop out,Medium,46,True,Repeat Visit,False,No KB Article,92
TCK-10889,2025-12-19,Dec 2025,2025-12,Bondi Junction,Desktop,Password reset / login issue,Low,11,False,Resolved First Visit,True,Has KB Article,11
TCK-11645,2025-12-19,Dec 2025,2025-12,Liverpool,Network Equipment,Printer connectivity issue,Medium,25,False,Resolved First Visit,False,No KB Article,25
TCK-12897,2025-12-19,Dec 2025,2025-12,Parramatta,Desktop,Password reset / login issue,Medium,15,True,Repeat Visit,True,Has KB Article,30
TCK-14512,2025-12-19,Dec 2025,2025-12,Liverpool,Register / POS,Payment terminal error,Medium,13,False,Resolved First Visit,True,Has KB Article,13
TCK-14063,2025-12-19,Dec 2025,2025-12,Bondi Junction,Register / POS,Register freezing / crashing,Low,44,False,Resolved First Visit,False,No KB Article,44
TCK-10494,2025-12-19,Dec 2025,2025-12,Castle Hill,Desktop,Screen / hardware fault,Medium,45,True,Repeat Visit,True,Has KB Article,90
TCK-14597,2025-12-19,Dec 2025,2025-12,Chatswood,Register / POS,Barcode scanner not working,Medium,12,False,Resolved First Visit,True,Has KB Article,12
TCK-13417,2025-12-19,Dec 2025,2025-12,Parramatta,Network Equipment,Printer connectivity issue,Medium,5,True,Repeat Visit,False,No KB Article,10
TCK-12020,2025-12-19,Dec 2025,2025-12,Liverpool,Network Equipment,Printer connectivity issue,Medium,20,True,Repeat Visit,False,No KB Article,40
TCK-10205,2025-12-19,Dec 2025,2025-12,Castle Hill,Desktop,Password reset / login issue,Medium,18,False,Resolved First Visit,True,Has KB Article,18
TCK-12796,2025-12-19,Dec 2025,2025-12,Bondi Junction,Network Equipment,Printer connectivity issue,Medium,28,True,Repeat Visit,False,No KB Article,56
TCK-11949,2025-12-19,Dec 2025,2025-12,Castle Hill,Network Equipment,Wifi / network drop out,High,46,True,Repeat Visit,False,No KB Article,92
TCK-12527,2025-12-19,Dec 2025,2025-12,Chatswood,Desktop,Email / account access issue,High,22,False,Resolved First Visit,True,Has KB Article,22
TCK-10492,2025-12-19,Dec 2025,2025-12,Bondi Junction,Desktop,Screen / hardware fault,High,46,False,Resolved First Visit,True,Has KB Article,46
TCK-12327,2025-12-19,Dec 2025,2025-12,Liverpool,Register / POS,Register freezing / crashing,Medium,30,False,Resolved First Visit,False,No KB Article,30
TCK-14037,2025-12-19,Dec 2025,2025-12,Castle Hill,Register / POS,Register freezing / crashing,Medium,45,True,Repeat Visit,False,No KB Article,90
TCK-11007,2025-12-19,Dec 2025,2025-12,Castle Hill,Desktop,Password reset / login issue,Medium,17,False,Resolved First Visit,True,Has KB Article,17
TCK-13602,2025-12-19,Dec 2025,2025-12,Bondi Junction,Register / POS,Payment terminal error,Low,14,False,Resolved First Visit,True,Has KB Article,14
TCK-13993,2025-12-19,Dec 2025,2025-12,Liverpool,Network Equipment,Printer connectivity issue,Low,40,True,Repeat Visit,False,No KB Article,80
TCK-10351,2025-12-19,Dec 2025,2025-12,Castle Hill,Register / POS,Payment terminal error,Medium,12,False,Resolved First Visit,True,Has KB Article,12
TCK-10086,2025-12-20,Dec 2025,2025-12,Castle Hill,Desktop,Email / account access issue,Medium,20,False,Resolved First Visit,True,Has KB Article,20
TCK-12493,2025-12-20,Dec 2025,2025-12,Castle Hill,Network Equipment,Printer connectivity issue,Medium,40,False,Resolved First Visit,False,No KB Article,40
TCK-10822,2025-12-20,Dec 2025,2025-12,Parramatta,Register / POS,Barcode scanner not working,Medium,14,False,Resolved First Visit,True,Has KB Article,14
TCK-12764,2025-12-20,Dec 2025,2025-12,Chatswood,Register / POS,Register freezing / crashing,High,53,False,Resolved First Visit,False,No KB Article,53
TCK-15103,2025-12-20,Dec 2025,2025-12,Chatswood,Network Equipment,Printer connectivity issue,Low,26,True,Repeat Visit,False,No KB Article,52
TCK-10911,2025-12-20,Dec 2025,2025-12,Parramatta,Register / POS,Register freezing / crashing,Medium,45,True,Repeat Visit,False,No KB Article,90
TCK-14087,2025-12-20,Dec 2025,2025-12,Castle Hill,Desktop,Password reset / login issue,High,9,False,Resolved First Visit,True,Has KB Article,9
TCK-11452,2025-12-20,Dec 2025,2025-12,Castle Hill,Desktop,Screen / hardware fault,High,33,False,Resolved First Visit,True,Has KB Article,33
TCK-10094,2025-12-20,Dec 2025,2025-12,Liverpool,Register / POS,Register freezing / crashing,High,35,False,Resolved First Visit,False,No KB Article,35
TCK-15080,2025-12-20,Dec 2025,2025-12,Parramatta,Network Equipment,Printer connectivity issue,Medium,41,True,Repeat Visit,False,No KB Article,82
TCK-11451,2025-12-20,Dec 2025,2025-12,Bondi Junction,Desktop,Password reset / login issue,Medium,15,False,Resolved First Visit,True,Has KB Article,15
TCK-10411,2025-12-20,Dec 2025,2025-12,Castle Hill,Register / POS,Payment terminal error,Medium,10,True,Repeat Visit,True,Has KB Article,20
TCK-12355,2025-12-20,Dec 2025,2025-12,Chatswood,Network Equipment,Printer connectivity issue,Low,40,True,Repeat Visit,False,No KB Article,80
TCK-10136,2025-12-20,Dec 2025,2025-12,Bondi Junction,Laptop,Software install / update request,Low,22,False,Resolved First Visit,True,Has KB Article,22
TCK-11841,2025-12-20,Dec 2025,2025-12,Chatswood,Network Equipment,Printer connectivity issue,Low,29,True,Repeat Visit,False,No KB Article,58
TCK-12622,2025-12-20,Dec 2025,2025-12,Bondi Junction,Register / POS,Register freezing / crashing,Medium,40,True,Repeat Visit,False,No KB Article,80
TCK-11800,2025-12-20,Dec 2025,2025-12,Castle Hill,Register / POS,Payment terminal error,High,22,False,Resolved First Visit,True,Has KB Article,22
TCK-11584,2025-12-20,Dec 2025,2025-12,Liverpool,Network Equipment,Printer connectivity issue,Low,41,True,Repeat Visit,False,No KB Article,82
TCK-12058,2025-12-20,Dec 2025,2025-12,Parramatta,Desktop,Password reset / login issue,Medium,5,True,Repeat Visit,True,Has KB Article,10
TCK-14822,2025-12-20,Dec 2025,2025-12,Chatswood,Desktop,Slow computer / performance issue,Medium,33,False,Resolved First Visit,True,Has KB Article,33
TCK-10452,2025-12-20,Dec 2025,2025-12,Castle Hill,Register / POS,Payment terminal error,Low,11,False,Resolved First Visit,True,Has KB Article,11
TCK-12549,2025-12-20,Dec 2025,2025-12,Bondi Junction,Network Equipment,Printer connectivity issue,Medium,22,True,Repeat Visit,False,No KB Article,44
TCK-14747,2025-12-20,Dec 2025,2025-12,Liverpool,Laptop,New starter device setup,Medium,35,False,Resolved First Visit,True,Has KB Article,35
TCK-11249,2025-12-20,Dec 2025,2025-12,Parramatta,Network Equipment,Printer connectivity issue,Medium,21,False,Resolved First Visit,False,No KB Article,21
TCK-13525,2025-12-20,Dec 2025,2025-12,Chatswood,Desktop,Password reset / login issue,High,10,True,Repeat Visit,True,Has KB Article,20
TCK-14851,2025-12-20,Dec 2025,2025-12,Parramatta,Register / POS,Register freezing / crashing,High,32,True,Repeat Visit,False,No KB Article,64
TCK-10617,2025-12-20,Dec 2025,2025-12,Parramatta,Register / POS,Payment terminal error,Medium,21,False,Resolved First Visit,True,Has KB Article,21
TCK-12497,2025-12-20,Dec 2025,2025-12,Parramatta,Desktop,Slow computer / performance issue,Medium,37,False,Resolved First Visit,True,Has KB Article,37
TCK-13160,2025-12-20,Dec 2025,2025-12,Parramatta,Register / POS,Payment terminal error,Medium,22,False,Resolved First Visit,True,Has KB Article,22
TCK-10097,2025-12-20,Dec 2025,2025-12,Chatswood,Desktop,Password reset / login issue,High,10,True,Repeat Visit,True,Has KB Article,20
TCK-10892,2025-12-21,Dec 2025,2025-12,Chatswood,Network Equipment,Printer connectivity issue,Medium,35,True,Repeat Visit,False,No KB Article,70
TCK-11821,2025-12-21,Dec 2025,2025-12,Parramatta,Register / POS,Payment terminal error,Medium,12,False,Resolved First Visit,True,Has KB Article,12
TCK-13343,2025-12-21,Dec 2025,2025-12,Parramatta,Desktop,Password reset / login issue,Medium,14,False,Resolved First Visit,True,Has KB Article,14
TCK-10646,2025-12-21,Dec 2025,2025-12,Liverpool,Register / POS,Register freezing / crashing,Medium,28,False,Resolved First Visit,False,No KB Article,28
TCK-13589,2025-12-21,Dec 2025,2025-12,Parramatta,Desktop,Slow computer / performance issue,Medium,21,False,Resolved First Visit,True,Has KB Article,21
TCK-10783,2025-12-21,Dec 2025,2025-12,Chatswood,Register / POS,Payment terminal error,Medium,25,False,Resolved First Visit,True,Has KB Article,25
TCK-13940,2025-12-21,Dec 2025,2025-12,Liverpool,Register / POS,Register freezing / crashing,Medium,39,False,Resolved First Visit,False,No KB Article,39
TCK-14552,2025-12-21,Dec 2025,2025-12,Parramatta,Register / POS,Register freezing / crashing,Medium,14,True,Repeat Visit,False,No KB Article,28
TCK-12854,2025-12-21,Dec 2025,2025-12,Chatswood,Laptop,Software install / update request,Medium,32,True,Repeat Visit,True,Has KB Article,64
TCK-11895,2025-12-21,Dec 2025,2025-12,Liverpool,Register / POS,Payment terminal error,Low,30,False,Resolved First Visit,True,Has KB Article,30
TCK-11028,2025-12-21,Dec 2025,2025-12,Chatswood,Network Equipment,Printer connectivity issue,Low,30,True,Repeat Visit,False,No KB Article,60
TCK-10839,2025-12-21,Dec 2025,2025-12,Chatswood,Desktop,Slow computer / performance issue,Medium,43,False,Resolved First Visit,True,Has KB Article,43
TCK-13497,2025-12-21,Dec 2025,2025-12,Liverpool,Register / POS,Register freezing / crashing,Medium,31,True,Repeat Visit,False,No KB Article,62
TCK-13563,2025-12-21,Dec 2025,2025-12,Chatswood,Network Equipment,Printer connectivity issue,High,30,True,Repeat Visit,False,No KB Article,60
TCK-14225,2025-12-21,Dec 2025,2025-12,Bondi Junction,Register / POS,Payment terminal error,Low,19,False,Resolved First Visit,True,Has KB Article,19
TCK-14829,2025-12-21,Dec 2025,2025-12,Parramatta,Register / POS,Payment terminal error,Medium,21,True,Repeat Visit,True,Has KB Article,42
TCK-11054,2025-12-21,Dec 2025,2025-12,Bondi Junction,Network Equipment,Printer connectivity issue,Low,13,False,Resolved First Visit,False,No KB Article,13
TCK-11448,2025-12-21,Dec 2025,2025-12,Parramatta,Desktop,Password reset / login issue,Medium,23,False,Resolved First Visit,True,Has KB Article,23
TCK-12274,2025-12-21,Dec 2025,2025-12,Parramatta,Desktop,Password reset / login issue,High,10,True,Repeat Visit,True,Has KB Article,20
TCK-11762,2025-12-21,Dec 2025,2025-12,Castle Hill,Network Equipment,Wifi / network drop out,High,16,True,Repeat Visit,False,No KB Article,32
TCK-11695,2025-12-21,Dec 2025,2025-12,Parramatta,Desktop,Email / account access issue,High,16,False,Resolved First Visit,True,Has KB Article,16
TCK-13444,2025-12-21,Dec 2025,2025-12,Parramatta,Register / POS,Barcode scanner not working,Medium,15,False,Resolved First Visit,True,Has KB Article,15
TCK-13545,2025-12-21,Dec 2025,2025-12,Bondi Junction,Desktop,Password reset / login issue,Medium,13,True,Repeat Visit,True,Has KB Article,26
TCK-12223,2025-12-21,Dec 2025,2025-12,Castle Hill,Network Equipment,Printer connectivity issue,Medium,29,False,Resolved First Visit,False,No KB Article,29
TCK-11089,2025-12-21,Dec 2025,2025-12,Castle Hill,Network Equipment,Printer connectivity issue,High,39,True,Repeat Visit,False,No KB Article,78
TCK-12831,2025-12-21,Dec 2025,2025-12,Bondi Junction,Laptop,New starter device setup,Low,15,False,Resolved First Visit,True,Has KB Article,15
TCK-12244,2025-12-21,Dec 2025,2025-12,Chatswood,Register / POS,Payment terminal error,Medium,17,False,Resolved First Visit,True,Has KB Article,17
TCK-14103,2025-12-21,Dec 2025,2025-12,Parramatta,Desktop,Screen / hardware fault,Medium,51,False,Resolved First Visit,True,Has KB Article,51
TCK-14817,2025-12-21,Dec 2025,2025-12,Castle Hill,Network Equipment,Wifi / network drop out,High,40,True,Repeat Visit,False,No KB Article,80
TCK-12729,2025-12-21,Dec 2025,2025-12,Liverpool,Desktop,Password reset / login issue,Low,12,True,Repeat Visit,True,Has KB Article,24
TCK-13813,2025-12-21,Dec 2025,2025-12,Bondi Junction,Register / POS,Register freezing / crashing,Medium,32,False,Resolved First Visit,False,No KB Article,32
TCK-15115,2025-12-21,Dec 2025,2025-12,Liverpool,Desktop,Email / account access issue,Medium,20,False,Resolved First Visit,True,Has KB Article,20
TCK-11942,2025-12-21,Dec 2025,2025-12,Liverpool,Desktop,Screen / hardware fault,Low,32,True,Repeat Visit,True,Has KB Article,64
TCK-14325,2025-12-21,Dec 2025,2025-12,Castle Hill,Register / POS,Barcode scanner not working,Medium,12,False,Resolved First Visit,True,Has KB Article,12
TCK-10167,2025-12-21,Dec 2025,2025-12,Liverpool,Laptop,New starter device setup,Low,37,False,Resolved First Visit,True,Has KB Article,37
TCK-12366,2025-12-22,Dec 2025,2025-12,Bondi Junction,Desktop,Password reset / login issue,Medium,13,True,Repeat Visit,True,Has KB Article,26
TCK-14558,2025-12-22,Dec 2025,2025-12,Parramatta,Register / POS,Register freezing / crashing,Low,45,True,Repeat Visit,False,No KB Article,90
TCK-14881,2025-12-22,Dec 2025,2025-12,Parramatta,Desktop,Slow computer / performance issue,High,42,False,Resolved First Visit,True,Has KB Article,42
TCK-13753,2025-12-22,Dec 2025,2025-12,Parramatta,Register / POS,Barcode scanner not working,Low,21,False,Resolved First Visit,True,Has KB Article,21
TCK-14057,2025-12-22,Dec 2025,2025-12,Castle Hill,Network Equipment,Printer connectivity issue,Medium,41,True,Repeat Visit,False,No KB Article,82
TCK-12948,2025-12-22,Dec 2025,2025-12,Bondi Junction,Network Equipment,Printer connectivity issue,Low,33,True,Repeat Visit,False,No KB Article,66
TCK-12513,2025-12-22,Dec 2025,2025-12,Castle Hill,Register / POS,Register freezing / crashing,Medium,51,True,Repeat Visit,False,No KB Article,102
TCK-14349,2025-12-22,Dec 2025,2025-12,Parramatta,Register / POS,Register freezing / crashing,Low,61,False,Resolved First Visit,False,No KB Article,61
TCK-14263,2025-12-22,Dec 2025,2025-12,Parramatta,Network Equipment,Printer connectivity issue,Low,33,True,Repeat Visit,False,No KB Article,66
TCK-11321,2025-12-22,Dec 2025,2025-12,Chatswood,Desktop,Password reset / login issue,Medium,9,False,Resolved First Visit,True,Has KB Article,9
TCK-13558,2025-12-22,Dec 2025,2025-12,Liverpool,Desktop,Password reset / login issue,Low,10,False,Resolved First Visit,True,Has KB Article,10
TCK-10946,2025-12-22,Dec 2025,2025-12,Parramatta,Register / POS,Register freezing / crashing,Medium,45,False,Resolved First Visit,False,No KB Article,45
TCK-10219,2025-12-22,Dec 2025,2025-12,Bondi Junction,Mobile Device,Mobile device setup,High,22,False,Resolved First Visit,True,Has KB Article,22
TCK-15009,2025-12-22,Dec 2025,2025-12,Castle Hill,Register / POS,Register freezing / crashing,Medium,43,False,Resolved First Visit,False,No KB Article,43
TCK-10687,2025-12-22,Dec 2025,2025-12,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,45,True,Repeat Visit,False,No KB Article,90
TCK-11189,2025-12-22,Dec 2025,2025-12,Chatswood,Desktop,Password reset / login issue,Medium,10,False,Resolved First Visit,True,Has KB Article,10
TCK-14124,2025-12-22,Dec 2025,2025-12,Liverpool,Laptop,Software install / update request,Medium,25,False,Resolved First Visit,True,Has KB Article,25
TCK-11779,2025-12-22,Dec 2025,2025-12,Parramatta,Register / POS,Register freezing / crashing,Low,42,True,Repeat Visit,False,No KB Article,84
TCK-12281,2025-12-22,Dec 2025,2025-12,Liverpool,Desktop,Screen / hardware fault,Low,40,False,Resolved First Visit,True,Has KB Article,40
TCK-11886,2025-12-22,Dec 2025,2025-12,Bondi Junction,Desktop,Password reset / login issue,Low,12,False,Resolved First Visit,True,Has KB Article,12
TCK-12195,2025-12-22,Dec 2025,2025-12,Parramatta,Register / POS,Register freezing / crashing,High,35,True,Repeat Visit,False,No KB Article,70
TCK-11712,2025-12-22,Dec 2025,2025-12,Bondi Junction,Desktop,Password reset / login issue,Medium,17,True,Repeat Visit,True,Has KB Article,34
TCK-12759,2025-12-22,Dec 2025,2025-12,Castle Hill,Register / POS,Register freezing / crashing,Low,20,True,Repeat Visit,False,No KB Article,40
TCK-13911,2025-12-22,Dec 2025,2025-12,Chatswood,Register / POS,Register freezing / crashing,Medium,17,False,Resolved First Visit,False,No KB Article,17
TCK-11408,2025-12-22,Dec 2025,2025-12,Parramatta,Laptop,Software install / update request,Low,21,False,Resolved First Visit,True,Has KB Article,21
TCK-11738,2025-12-22,Dec 2025,2025-12,Chatswood,Laptop,Software install / update request,High,22,False,Resolved First Visit,True,Has KB Article,22
TCK-10479,2025-12-22,Dec 2025,2025-12,Parramatta,Register / POS,Register freezing / crashing,Low,37,True,Repeat Visit,False,No KB Article,74
TCK-14126,2025-12-22,Dec 2025,2025-12,Castle Hill,Desktop,Slow computer / performance issue,Medium,48,True,Repeat Visit,True,Has KB Article,96
TCK-10941,2025-12-22,Dec 2025,2025-12,Parramatta,Network Equipment,Printer connectivity issue,Medium,24,False,Resolved First Visit,False,No KB Article,24
TCK-13581,2025-12-22,Dec 2025,2025-12,Castle Hill,Network Equipment,Printer connectivity issue,Medium,28,True,Repeat Visit,False,No KB Article,56
TCK-14854,2025-12-22,Dec 2025,2025-12,Parramatta,Desktop,Slow computer / performance issue,Medium,39,False,Resolved First Visit,True,Has KB Article,39
TCK-13593,2025-12-22,Dec 2025,2025-12,Bondi Junction,Register / POS,Register freezing / crashing,Low,50,True,Repeat Visit,False,No KB Article,100
TCK-11686,2025-12-23,Dec 2025,2025-12,Chatswood,Network Equipment,Printer connectivity issue,Medium,37,True,Repeat Visit,False,No KB Article,74
TCK-10446,2025-12-23,Dec 2025,2025-12,Bondi Junction,Network Equipment,Wifi / network drop out,Low,47,True,Repeat Visit,False,No KB Article,94
TCK-11033,2025-12-23,Dec 2025,2025-12,Bondi Junction,Network Equipment,Printer connectivity issue,Low,30,False,Resolved First Visit,False,No KB Article,30
TCK-12118,2025-12-23,Dec 2025,2025-12,Chatswood,Mobile Device,Mobile device setup,Medium,17,False,Resolved First Visit,True,Has KB Article,17
TCK-14679,2025-12-23,Dec 2025,2025-12,Liverpool,Register / POS,Barcode scanner not working,Medium,19,False,Resolved First Visit,True,Has KB Article,19
TCK-10455,2025-12-23,Dec 2025,2025-12,Castle Hill,Network Equipment,Wifi / network drop out,Medium,56,False,Resolved First Visit,False,No KB Article,56
TCK-12834,2025-12-23,Dec 2025,2025-12,Parramatta,Desktop,Password reset / login issue,Low,14,True,Repeat Visit,True,Has KB Article,28
TCK-12151,2025-12-23,Dec 2025,2025-12,Castle Hill,Desktop,Password reset / login issue,High,15,False,Resolved First Visit,True,Has KB Article,15
TCK-14917,2025-12-23,Dec 2025,2025-12,Parramatta,Register / POS,Payment terminal error,Low,15,False,Resolved First Visit,True,Has KB Article,15
TCK-14193,2025-12-23,Dec 2025,2025-12,Chatswood,Mobile Device,Mobile device setup,Low,16,False,Resolved First Visit,True,Has KB Article,16
TCK-14201,2025-12-23,Dec 2025,2025-12,Castle Hill,Network Equipment,Wifi / network drop out,Low,29,True,Repeat Visit,False,No KB Article,58
TCK-10193,2025-12-23,Dec 2025,2025-12,Chatswood,Desktop,Email / account access issue,Low,7,False,Resolved First Visit,True,Has KB Article,7
TCK-14413,2025-12-23,Dec 2025,2025-12,Castle Hill,Desktop,Screen / hardware fault,Low,29,False,Resolved First Visit,True,Has KB Article,29
TCK-10404,2025-12-23,Dec 2025,2025-12,Liverpool,Network Equipment,Wifi / network drop out,Medium,32,True,Repeat Visit,False,No KB Article,64
TCK-10144,2025-12-23,Dec 2025,2025-12,Chatswood,Register / POS,Register freezing / crashing,Medium,20,True,Repeat Visit,False,No KB Article,40
TCK-13067,2025-12-23,Dec 2025,2025-12,Parramatta,Network Equipment,Printer connectivity issue,Low,29,True,Repeat Visit,False,No KB Article,58
TCK-11963,2025-12-23,Dec 2025,2025-12,Bondi Junction,Desktop,Password reset / login issue,High,12,False,Resolved First Visit,True,Has KB Article,12
TCK-11982,2025-12-23,Dec 2025,2025-12,Chatswood,Network Equipment,Printer connectivity issue,Low,24,True,Repeat Visit,False,No KB Article,48
TCK-14546,2025-12-23,Dec 2025,2025-12,Castle Hill,Desktop,Password reset / login issue,Medium,17,False,Resolved First Visit,True,Has KB Article,17
TCK-14351,2025-12-23,Dec 2025,2025-12,Parramatta,Register / POS,Register freezing / crashing,Low,58,False,Resolved First Visit,False,No KB Article,58
TCK-14882,2025-12-23,Dec 2025,2025-12,Castle Hill,Network Equipment,Printer connectivity issue,Medium,36,True,Repeat Visit,False,No KB Article,72
TCK-12651,2025-12-23,Dec 2025,2025-12,Castle Hill,Register / POS,Barcode scanner not working,Medium,13,False,Resolved First Visit,True,Has KB Article,13
TCK-11969,2025-12-23,Dec 2025,2025-12,Castle Hill,Desktop,Password reset / login issue,Medium,5,False,Resolved First Visit,True,Has KB Article,5
TCK-11763,2025-12-23,Dec 2025,2025-12,Parramatta,Desktop,Email / account access issue,High,10,False,Resolved First Visit,True,Has KB Article,10
TCK-10952,2025-12-23,Dec 2025,2025-12,Chatswood,Register / POS,Payment terminal error,Medium,11,False,Resolved First Visit,True,Has KB Article,11
TCK-10366,2025-12-23,Dec 2025,2025-12,Liverpool,Network Equipment,Printer connectivity issue,Low,18,False,Resolved First Visit,False,No KB Article,18
TCK-13567,2025-12-23,Dec 2025,2025-12,Liverpool,Mobile Device,Mobile device setup,Medium,24,False,Resolved First Visit,True,Has KB Article,24
TCK-10624,2025-12-23,Dec 2025,2025-12,Parramatta,Mobile Device,Mobile device setup,High,21,False,Resolved First Visit,True,Has KB Article,21
TCK-14886,2025-12-23,Dec 2025,2025-12,Parramatta,Desktop,Email / account access issue,Low,18,False,Resolved First Visit,True,Has KB Article,18
TCK-14724,2025-12-23,Dec 2025,2025-12,Bondi Junction,Register / POS,Register freezing / crashing,Low,26,False,Resolved First Visit,False,No KB Article,26
TCK-13054,2025-12-23,Dec 2025,2025-12,Castle Hill,Desktop,Password reset / login issue,Medium,9,False,Resolved First Visit,True,Has KB Article,9
TCK-11617,2025-12-23,Dec 2025,2025-12,Bondi Junction,Register / POS,Barcode scanner not working,High,9,False,Resolved First Visit,True,Has KB Article,9
TCK-12923,2025-12-23,Dec 2025,2025-12,Parramatta,Desktop,Email / account access issue,Low,13,False,Resolved First Visit,True,Has KB Article,13
TCK-12458,2025-12-23,Dec 2025,2025-12,Liverpool,Register / POS,Payment terminal error,Medium,35,False,Resolved First Visit,True,Has KB Article,35
TCK-10133,2025-12-24,Dec 2025,2025-12,Liverpool,Register / POS,Register freezing / crashing,Medium,14,False,Resolved First Visit,False,No KB Article,14
TCK-13772,2025-12-24,Dec 2025,2025-12,Liverpool,Register / POS,Payment terminal error,High,21,False,Resolved First Visit,True,Has KB Article,21
TCK-12511,2025-12-24,Dec 2025,2025-12,Castle Hill,Register / POS,Payment terminal error,Low,17,False,Resolved First Visit,True,Has KB Article,17
TCK-14445,2025-12-24,Dec 2025,2025-12,Castle Hill,Desktop,Password reset / login issue,Medium,16,True,Repeat Visit,True,Has KB Article,32
TCK-14039,2025-12-24,Dec 2025,2025-12,Chatswood,Desktop,Slow computer / performance issue,Medium,16,False,Resolved First Visit,True,Has KB Article,16
TCK-14744,2025-12-24,Dec 2025,2025-12,Castle Hill,Mobile Device,Mobile device setup,High,22,True,Repeat Visit,True,Has KB Article,44
TCK-10488,2025-12-24,Dec 2025,2025-12,Castle Hill,Network Equipment,Printer connectivity issue,High,28,False,Resolved First Visit,False,No KB Article,28
TCK-11672,2025-12-24,Dec 2025,2025-12,Castle Hill,Register / POS,Register freezing / crashing,Medium,35,True,Repeat Visit,False,No KB Article,70
TCK-13973,2025-12-24,Dec 2025,2025-12,Liverpool,Desktop,Password reset / login issue,Medium,9,True,Repeat Visit,True,Has KB Article,18
TCK-11141,2025-12-24,Dec 2025,2025-12,Castle Hill,Desktop,Password reset / login issue,Low,13,True,Repeat Visit,True,Has KB Article,26
TCK-13557,2025-12-24,Dec 2025,2025-12,Castle Hill,Desktop,Email / account access issue,High,7,False,Resolved First Visit,True,Has KB Article,7
TCK-14598,2025-12-24,Dec 2025,2025-12,Bondi Junction,Register / POS,Payment terminal error,High,14,True,Repeat Visit,True,Has KB Article,28
TCK-11788,2025-12-24,Dec 2025,2025-12,Castle Hill,Desktop,Password reset / login issue,Medium,19,False,Resolved First Visit,True,Has KB Article,19
TCK-13881,2025-12-24,Dec 2025,2025-12,Parramatta,Desktop,Password reset / login issue,Low,18,False,Resolved First Visit,True,Has KB Article,18
TCK-12768,2025-12-24,Dec 2025,2025-12,Parramatta,Register / POS,Barcode scanner not working,High,17,False,Resolved First Visit,True,Has KB Article,17
TCK-13260,2025-12-24,Dec 2025,2025-12,Parramatta,Register / POS,Payment terminal error,Medium,29,True,Repeat Visit,True,Has KB Article,58
TCK-13981,2025-12-24,Dec 2025,2025-12,Bondi Junction,Mobile Device,Mobile device setup,Medium,23,False,Resolved First Visit,True,Has KB Article,23
TCK-14525,2025-12-24,Dec 2025,2025-12,Liverpool,Desktop,Slow computer / performance issue,High,36,False,Resolved First Visit,True,Has KB Article,36
TCK-10283,2025-12-24,Dec 2025,2025-12,Parramatta,Desktop,Password reset / login issue,Low,13,True,Repeat Visit,True,Has KB Article,26
TCK-11815,2025-12-24,Dec 2025,2025-12,Liverpool,Network Equipment,Wifi / network drop out,Low,46,False,Resolved First Visit,False,No KB Article,46
TCK-14223,2025-12-24,Dec 2025,2025-12,Liverpool,Desktop,Password reset / login issue,High,12,False,Resolved First Visit,True,Has KB Article,12
TCK-11890,2025-12-24,Dec 2025,2025-12,Bondi Junction,Desktop,Slow computer / performance issue,Low,57,False,Resolved First Visit,True,Has KB Article,57
TCK-14335,2025-12-24,Dec 2025,2025-12,Parramatta,Desktop,Slow computer / performance issue,High,26,False,Resolved First Visit,True,Has KB Article,26
TCK-12424,2025-12-24,Dec 2025,2025-12,Bondi Junction,Desktop,Screen / hardware fault,Medium,53,False,Resolved First Visit,True,Has KB Article,53
TCK-14051,2025-12-24,Dec 2025,2025-12,Chatswood,Network Equipment,Wifi / network drop out,High,35,True,Repeat Visit,False,No KB Article,70
